"Cluster","Host","HostNumCPU","HostMemUsage","HostMemTotal","Name","OSName","Power","MemoryGB","NumCPU","NumDisks","DisksGB"
"London Cluster","wfwlovm02.wfw.com","16","203","260","leave off WFWLONS12","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOff","3.72265625","2","3","102.023653030396"
"London Cluster","wfwlovm02.wfw.com","16","203","260","London W2K8 RDS Template","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","2","2","45"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWDC1CRYPT01_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","16","4","3","85"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWDC1CUPS01_OFF","Red Hat Enterprise Linux 5 (32-bit)","PoweredOff","4","1","1","80"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWDC1EXCH06","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","3","110"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWDC1NS01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","3","65"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWDC1SME01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","1","3","145"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWDC2BB02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","55"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWDC2EXCH03","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","32","4","3","133"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWDC2SQL01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","3","125"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWGRRA01_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","1","2","210"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOAP1_OFF","Microsoft Windows 2000 Server","PoweredOff","2","4","1","120"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOAP1VM","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","3","195"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOAPP01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","120"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOAV2","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","2","2","4","92"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOBB1","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","2","1","2","80"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOBES01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","20","4","2","65"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOCA1","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","45"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOCA2","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","75"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOCA2_CLONE_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","1","2","45"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOCAIWMC01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","1","40"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOCC02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","45"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOCC02 - Clone GJ","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","1","3","85"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOCLUOCM01","Other 2.6.x Linux (64-bit)","PoweredOn","12","4","4","152"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOCM1","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","4","4","170"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOCMSAPI01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","45"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOCMSAPI02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","45"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOCMSFWK01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","95"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOCMSFWK02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","3","95"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOCMSFWK03","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","1","60"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOCMSTEST01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","24","4","5","791"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOCON01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","50"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOCONFBK01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","45"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOCONFBK02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","85"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOCRES01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","2","70"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOCUPS01_OFF","Red Hat Enterprise Linux 4 (32-bit)","PoweredOff","4","1","1","80"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLODC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","2","46"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLODC02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","2","46"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLODC1QU3","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","3","65"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLODC1QU4","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","45"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLODC1QU5","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","45"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLODD1","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","3","85"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLODD1_OLD_OFF","Microsoft Windows Server 2003 (32-bit)","PoweredOff","2","2","3","46"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLODEV-WIN8103","Microsoft Windows 8 (64-bit)","PoweredOn","2","1","1","50"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLODM01_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","5","2","2","45"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLODM02_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","5","2","2","45"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLODM03_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","2","3","100"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLODM04","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","4","2","45"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLODM06_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","2","2","45"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLODM07_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","8","2","3","50"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLODM08","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","3","71"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLODM6_OFF","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOff","1","1","2","21"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOECOPY01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","4","2","55"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOECOPY02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","45"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOEM01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","45"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOEXFW01_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","1","3","85"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOFP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","2","55"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOFS1","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","1.25","1","3","72"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOFW3","Other 2.6.x Linux (64-bit)","PoweredOn","32","8","1","500"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOFW3_NEW","Other 2.6.x Linux (64-bit)","PoweredOn","32","8","1","600"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOFW3_OLD_OFF","Other 2.6.x Linux (64-bit)","PoweredOff","4","2","1","150"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOFW4","Other (32-bit)","PoweredOn","32","8","1","500"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOGIT01","CentOS 4/5 or later (64-bit)","PoweredOn","2","2","3","124"
"London Cluster","wfwlovm02.wfw.com","16","203","260","wfwlogktest02_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","1","2","45"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOGP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","6","2","2","56"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOHR01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","6","2","3","146"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOHR02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","45"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOIA10","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","56"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOIA11","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","2","2","2","46"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOIA12","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","4","2","41"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOIA13_OFF","Microsoft Windows Server 2012 (64-bit)","PoweredOff","4","2","3","86"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOIA14_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","1","2","45"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOIA4","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","1.25","1","2","20"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOIA5","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","2","1","3","64"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOIA6","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","1.25","2","2","21"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOIA8","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","3","201"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOIA9","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","2","56"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOIAARC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","3","75"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOIAIMO01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","1","40"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOIAIMO02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","1","50"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOIPFX01","Microsoft Windows Server 2008 (32-bit)","PoweredOn","2","1","3","65"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOKEMPRP01","Other 2.6.x Linux (64-bit)","PoweredOn","2","2","1","16"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOLFM01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","1","40"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOLIB01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","1","40"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOMDT01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","145"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOMI2_OFF","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOff","2","1","1","18.0172348022461"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOMI3_OFF","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOff","2","1","1","16.0255336761475"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOMIS01_OFF","Red Hat Enterprise Linux 5 (64-bit)","PoweredOff","4","1","1","40"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOMIS02_OFF","Red Hat Enterprise Linux 5 (64-bit)","PoweredOff","4","1","1","40"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOMS2","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","3.25","1","4","75.0143804550171"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLONE1_OFF","Red Hat Enterprise Linux 5 (64-bit)","PoweredOff","2","2","1","40"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLONE2_OFF","Red Hat Enterprise Linux 5 (64-bit)","PoweredOff","2","2","1","40"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLONE3_leave_off","Other (64-bit)","PoweredOff","4","2","1","40"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLONE3-OLD_OFF","Red Hat Enterprise Linux 5 (64-bit)","PoweredOff","2","2","1","40"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLONETV01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","6","2","3","215"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLON-PC170(Backup)_OFF","Microsoft Windows XP Professional (32-bit)","PoweredOff","1.9765625","1","1","149.0400390625"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLON-PC170_OFF","Microsoft Windows XP Professional (32-bit)","PoweredOn","1.9765625","1","1","149.0400390625"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLONS1","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","4","4","2","22"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLONS14","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","4","4","3","255"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLONS14_NEW_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","8","1","2","45"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLONS16","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","2","2","2","21"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLONS1VM","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","4","2","45"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLONS2","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","3","85"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLONS21_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","1","3","85"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLONS22","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","3","95"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLONS3","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","3","2","2","22"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLONS5","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","4","2","2","21"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLONS5VM_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","2","2","45"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLONS7VM","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","2","2","2","22"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOOC1","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","2","2","3","45"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOOCM01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","2","65"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOPACTSIEM01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","140"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOPH4 Publisher (CUCM)_OFF","Red Hat Enterprise Linux 5 (32-bit)","PoweredOn","6","2","2","160"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOPH4_11.5","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","6","2","1","80"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOPH5 Subscriber (CUCM)_OFF","Red Hat Enterprise Linux 5 (32-bit)","PoweredOn","6","2","2","160"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOPH5_11.5","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","6","2","1","80"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOPH6","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","4","1","1","160"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOPR1_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","6","2","3","46"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","100"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOPRX02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","100"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOPS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","6","3","2","75"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOPS03 UAT","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","1","40"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOQR1","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","2.9921875","2","1","250"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLORAVNSP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","16","8","3","121"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLORC2","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","3","128"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLORDBR01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","45"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLORDSH04","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","2","330"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLORDSH05","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","8","2","2","205"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLORDSH06_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","8","1","2","105"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLORDSH07","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","8","2","2","205"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLORDSH08","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","8","2","2","205"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLORDSH09","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","8","2","2","205"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLORP03","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","3","2","45"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLORP2","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","3","120"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOSC1","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","2","1","3","65"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOSCCM01-NEW","Microsoft Windows Server 2012 (64-bit)","PoweredOn","12","4","5","622"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOSCCM02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","495"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOSPBSI01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","6","4","3","85"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOSPBSIDEV01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","44"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOSPLUNK01_OFF","CentOS 4/5 or later (64-bit)","PoweredOff","32","8","3","112"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOSQ1","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","4","2","3","47"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOSQ3","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","14","2","3","401"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOSQL04","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","12","2","3","110"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOSQL05","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","150"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOSRSTMAN01","Other (32-bit)","PoweredOn","2","1","2","181"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOTILL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","85"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOTRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","3","90"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOTTMS01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","4","1","0"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOTTMS02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","4","1","70"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOTTMS03","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","4","1","50"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOTTMS04","Microsoft Windows 7 (64-bit)","PoweredOn","4","2","1","40"
"London Cluster","wfwlovm02.wfw.com","16","203","260","WFWLOUAG03_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","1","2","45"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOUAG05","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","1","2","55"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOVC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","3","190"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOVPN01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","2","45"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","32","8","3","260"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOVRNSMGMT01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","24","4","3","360"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOVRNSSQL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","64","8","3","820"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOVRONIS01","Microsoft Windows Server 2012 (64-bit)","PoweredOff","8","4","3","306"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOVSS02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","3","80"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOVU01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","4","205"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOVV1","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","6","2","3","85"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOWB2","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","1.22265625","1","2","21.9958686828613"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOWCSDM01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","45"
"London Cluster","wfwlovm04.wfw.com","16","201","260","WFWLOWKSM01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","45"
"London Cluster","wfwlovm01.wfw.com","16","208","260","WFWLOWSM01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","45"
"London Cluster","wfwlovm03.wfw.com","16","198","260","WFWLOWU1","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","1.25","2","3","52"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","Madrid-CLU1","FreeBSD (64-bit)","PoweredOn","8","2","6","4157.53906059265"
"Madrid Cluster","wfwmavm02.wfw.com","16","13","512","Madrid-CLU2","FreeBSD (64-bit)","PoweredOn","8","2","6","4157.53906059265"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","WFWMAAPP01","Microsoft Windows Server 2008 (64-bit)","PoweredOn","8","2","3","145"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","WFWMAAPP02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","3","210"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","WFWMADC01","Microsoft Windows Server 2008 (64-bit)","PoweredOn","8","2","2","45"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","WFWMAFS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","12","2","3","365"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","WFWMAONTAPV01","Other 2.6.x Linux (64-bit)","PoweredOn","1","1","1","8"
"Madrid Cluster","wfwmavm02.wfw.com","16","13","512","WFWMAONTAPV02","Other 2.6.x Linux (64-bit)","PoweredOn","1","1","1","8"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","WFWMAPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","95"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","WFWMAPS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","WFWMARD01","Microsoft Windows Server 2008 (64-bit)","PoweredOn","12","2","2","65"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","WFWMATRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","3","85"
"Madrid Cluster","wfwmavm01.wfw.com","16","89","512","WFWMAVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","155"
